5 1708941653 0.000000 1 0.000000 0.000000 0.000000
6 1708941653 0.000000 1 0.000000 0.000000 0.000000
7 1708941653 0.000000 1 0.000000 0.000000 0.000000
5 1708941658 0.000000 1 0.000000 0.000000 0.000000
6 1708941658 0.000000 1 0.000000 0.000000 0.000000
7 1708941658 0.000000 1 0.000000 0.000000 0.000000
5 1708941663 0.000000 1 0.000000 0.000000 0.000000
6 1708941663 0.000000 1 0.000000 0.000000 0.000000
7 1708941663 0.000000 1 0.000000 0.000000 0.000000
5 1708941668 0.000000 1 0.000000 0.000000 0.000000
6 1708941668 0.000000 1 0.000000 0.000000 0.000000
7 1708941668 0.000000 1 0.000000 0.000000 0.000000
5 1708941673 0.000000 1 0.000000 0.000000 0.000000
6 1708941673 0.000000 1 0.000000 0.000000 0.000000
7 1708941673 0.000000 1 0.000000 0.000000 0.000000
5 1708941678 0.000000 1 0.000000 0.000000 0.000000
6 1708941678 0.000000 1 0.000000 0.000000 0.000000
7 1708941678 0.000000 1 0.000000 0.000000 0.000000
5 1708941683 0.000000 1 0.000000 0.000000 0.000000
6 1708941683 0.000000 1 0.000000 0.000000 0.000000
7 1708941683 0.000000 1 0.000000 0.000000 0.000000
5 1708941688 0.000000 1 0.000000 0.000000 0.000000
6 1708941688 0.000000 1 0.000000 0.000000 0.000000
7 1708941688 0.000000 1 0.000000 0.000000 0.000000
5 1708941693 0.000000 1 0.000000 0.000000 0.000000
6 1708941693 0.000000 1 0.000000 0.000000 0.000000
7 1708941693 0.000000 1 0.000000 0.000000 0.000000
5 1708941698 0.000000 1 0.000000 0.000000 0.000000
6 1708941698 0.000000 1 0.000000 0.000000 0.000000
7 1708941698 0.000000 1 0.000000 0.000000 0.000000
5 1708941703 0.000000 1 0.000000 0.000000 0.000000
6 1708941703 0.000000 1 0.000000 0.000000 0.000000
7 1708941703 0.000000 1 0.000000 0.000000 0.000000
5 1708941708 0.000000 1 0.000000 0.000000 0.000000
6 1708941708 0.000000 1 0.000000 0.000000 0.000000
7 1708941708 0.000000 1 0.000000 0.000000 0.000000
5 1708941713 0.000000 1 0.000000 0.000000 0.000000
6 1708941713 0.000000 1 0.000000 0.000000 0.000000
7 1708941713 0.000000 1 0.000000 0.000000 0.000000
5 1708941718 0.000000 1 0.000000 0.000000 0.000000
6 1708941718 0.000000 1 0.000000 0.000000 0.000000
7 1708941718 0.000000 1 0.000000 0.000000 0.000000
5 1708941723 0.000000 1 0.000000 0.000000 0.000000
6 1708941723 0.000000 1 0.000000 0.000000 0.000000
7 1708941723 0.000000 1 0.000000 0.000000 0.000000
5 1708941728 0.000000 1 0.000000 0.000000 0.000000
6 1708941728 0.000000 1 0.000000 0.000000 0.000000
7 1708941728 0.000000 1 0.000000 0.000000 0.000000
5 1708941733 0.000000 1 0.000000 0.000000 0.000000
6 1708941733 0.000000 1 0.000000 0.000000 0.000000
7 1708941733 0.000000 1 0.000000 0.000000 0.000000
5 1708941738 0.000000 1 0.000000 0.000000 0.000000
6 1708941738 0.000000 1 0.000000 0.000000 0.000000
7 1708941738 0.000000 1 0.000000 0.000000 0.000000
5 1708941743 0.000000 1 0.000000 0.000000 0.000000
6 1708941743 0.000000 1 0.000000 0.000000 0.000000
7 1708941743 0.000000 1 0.000000 0.000000 0.000000
5 1708941748 0.000000 1 0.000000 0.000000 0.000000
6 1708941748 0.000000 1 0.000000 0.000000 0.000000
7 1708941748 0.000000 1 0.000000 0.000000 0.000000
5 1708941753 0.000000 1 0.000000 0.000000 0.000000
6 1708941753 0.000000 1 0.000000 0.000000 0.000000
7 1708941753 0.000000 1 0.000000 0.000000 0.000000
5 1708941758 0.000000 1 0.000000 0.000000 0.000000
6 1708941758 0.000000 1 0.000000 0.000000 0.000000
7 1708941758 0.000000 1 0.000000 0.000000 0.000000
